segment,ip,alias,active,excluded,hostname,latency,scan_time,estimated_uptime,state_change,ping_reason
PALMIRA,192.168.21.175,PETRU,True,False,,,2026-01-29T11:30:07.600650,5767.478948,False,ttl_ok
PALMIRA,192.168.21.32,DELICIAS III,True,False,,,2026-01-29T11:30:07.600934,5767.479232,False,ttl_ok
PALMIRA,192.168.21.181,OLIMPICO I,True,False,,,2026-01-29T11:30:07.623157,5767.501455,False,ttl_ok
PALMIRA,192.168.45.98,LOS ABUELOS,True,False,,,2026-01-29T11:30:07.626144,5767.504442,False,ttl_ok
PALMIRA,192.168.21.36,TAT CEREZOS DE LA ITALIA,True,False,,,2026-01-29T11:30:07.639092,5767.51739,False,ttl_ok
PALMIRA,192.168.45.171,CAÑAVERAL II,True,False,,,2026-01-29T11:30:07.647118,5767.525416,False,ttl_ok
PALMIRA,192.168.21.37,EL MEXICANO,True,False,,,2026-01-29T11:30:07.653079,5767.531377,False,ttl_ok
PALMIRA,192.168.21.26,CASETA  RECREO,True,False,,,2026-01-29T11:30:07.677542,5767.55584,False,ttl_ok
PALMIRA,192.168.21.53,SESQUICENTENARIO II,True,False,,,2026-01-29T11:30:07.685069,5767.563367,False,ttl_ok
PALMIRA,192.168.45.126,CRA 19 CON 37 II,True,False,,,2026-01-29T11:30:07.694187,5767.572485,False,ttl_ok
PALMIRA,192.168.34.133,TAT SISTEMATIZADA SANTA MARIA,True,False,,,2026-01-29T11:30:07.694392,5767.57269,False,ttl_ok
PALMIRA,192.168.21.58,SIS PARQUE ITALIA,True,False,,,2026-01-29T11:30:07.711404,5767.589702,False,ttl_ok
PALMIRA,192.168.45.221,BARRIO NUEVO II,True,False,,,2026-01-29T11:30:07.712942,5767.59124,False,ttl_ok
PALMIRA,192.168.34.133,SAN PEDRO LA BOLSA,True,False,,,2026-01-29T11:30:07.728147,5767.606445,False,ttl_ok
PALMIRA,192.168.34.103,RAFFO,True,False,,,2026-01-29T11:30:07.739316,5767.617614,False,ttl_ok
PALMIRA,192.168.34.143,SAN PEDRO PABLO VI  1,True,False,,,2026-01-29T11:30:07.745933,5767.624231,False,ttl_ok
PALMIRA,192.168.34.75,LA LIBERTAD I,True,False,,,2026-01-29T11:30:07.771788,5767.650086,False,ttl_ok
PALMIRA,192.168.34.123,PRIMERO DE MAYO,True,False,,,2026-01-29T11:30:07.772009,5767.650307,False,ttl_ok
PALMIRA,192.168.45.101,LA 19 CON 35,True,False,,,2026-01-29T11:30:07.772865,5767.651163,False,ttl_ok
PALMIRA,192.168.21.47,SESQUICENTARIO IV,True,False,,,2026-01-29T11:30:07.776224,5767.654522,False,ttl_ok
PALMIRA,192.168.34.27,POBLADO COMFAUNION III,True,False,,,2026-01-29T11:30:07.784358,5767.662656,False,ttl_ok
PALMIRA,192.168.21.28,TAT SISTEMATIZADO BIZERTA,True,False,,,2026-01-29T11:30:07.792641,5767.670939,False,ttl_ok
PALMIRA,192.168.21.24,LAS AMERICAS PALMIRA,True,False,,,2026-01-29T11:30:07.812749,5767.691047,False,ttl_ok
PALMIRA,192.168.15.61,HAROLD EDER,True,False,,,2026-01-29T11:30:07.817914,5767.696212,False,ttl_ok
PALMIRA,192.168.15.34,PORTAL DE LAS PALMAS III,True,False,,,2026-01-29T11:30:07.818072,5767.69637,False,ttl_ok
PALMIRA,192.168.15.30,PORTAL LAS PALMAS II,True,False,,,2026-01-29T11:30:07.820417,5767.698715,False,ttl_ok
PALMIRA,192.168.34.101,SAN CARLOS,True,False,,,2026-01-29T11:30:07.826946,860.680664,False,ttl_ok
PALMIRA,192.168.21.57,CANAVERAL,True,False,,,2026-01-29T11:30:07.828686,5767.706984,False,ttl_ok
PALMIRA,192.168.21.182,COLOMBATES,True,False,,,2026-01-29T11:30:07.828890,5767.707188,False,ttl_ok
PALMIRA,192.168.34.95,LA VEGA II,True,False,,,2026-01-29T11:30:07.834822,5767.71312,False,ttl_ok
PALMIRA,192.168.21.122,POLICIA,True,False,,,2026-01-29T11:30:07.852358,5767.730656,False,ttl_ok
