segment,ip,alias,active,excluded,hostname,latency,scan_time,estimated_uptime,state_change,ping_reason
AMAIME Y EL PLACER,192.168.12.25,CALLE COMERCIO,True,False,,,2026-02-03T09:54:07.841434,90692.937679,False,ttl_ok
AMAIME Y EL PLACER,192.168.12.47,EL GALEON,True,False,,,2026-02-03T09:54:07.851151,63518.021755,False,ttl_ok
AMAIME Y EL PLACER,192.168.12.53,PORVENIR DE COMFANDI AMAIME,True,False,,,2026-02-03T09:54:07.861083,432007.739381,False,ttl_ok
AMAIME Y EL PLACER,192.168.22.35,LA PAMPA,True,False,,,2026-02-03T09:54:07.869958,70869.483388,False,ttl_ok
AMAIME Y EL PLACER,192.168.12.45,ESCUELA AMAIME,True,False,,,2026-02-03T09:54:07.880840,3565.213966,False,ttl_ok
AMAIME Y EL PLACER,192.168.12.37,MERCAHOGAR,True,False,,,2026-02-03T09:54:07.887322,432007.76562,False,ttl_ok
AMAIME Y EL PLACER,192.168.12.61,LA PALOMERA,True,False,,,2026-02-03T09:54:07.890174,432007.768472,False,ttl_ok
AMAIME Y EL PLACER,192.168.12.71,TIENDA GAVIOTA,True,False,,,2026-02-03T09:54:07.894314,432007.772612,False,ttl_ok
AMAIME Y EL PLACER,192.168.12.11,OFICINA PRINCIPAL AMAIME,True,False,,,2026-02-03T09:54:07.898841,432007.777139,False,ttl_ok
AMAIME Y EL PLACER,192.168.12.31,LOS PARRALES,True,False,,,2026-02-03T09:54:07.900811,432007.779109,False,ttl_ok
AMAIME Y EL PLACER,192.168.12.77,CARERRA 3 AMAIME,True,False,,,2026-02-03T09:54:07.905213,432007.783511,False,ttl_ok
AMAIME Y EL PLACER,192.168.12.23,ANTIGUA PPAL AMAIME,True,False,,,2026-02-03T09:54:07.906292,,True,ttl_ok
AMAIME Y EL PLACER,192.168.12.41,AMAIME I,True,False,,,2026-02-03T09:54:07.908379,432007.786677,False,ttl_ok
AMAIME Y EL PLACER,192.168.12.65,COOMSAVAL,True,False,,,2026-02-03T09:54:07.916841,432007.795139,False,ttl_ok
AMAIME Y EL PLACER,192.168.12.35,TIENDA JOEL,True,False,,,2026-02-03T09:54:07.916953,63518.087557,False,ttl_ok
AMAIME Y EL PLACER,192.168.12.67,EL OVIEDO I,True,False,,,2026-02-03T09:54:07.931587,432007.809885,False,ttl_ok
AMAIME Y EL PLACER,192.168.12.73,TRIUNFO  II,True,False,,,2026-02-03T09:54:07.954402,66421.51282,False,ttl_ok
AMAIME Y EL PLACER,192.168.12.27,MALL CENTER AMAIME,True,False,,,2026-02-03T09:54:07.962228,432007.840526,False,ttl_ok
AMAIME Y EL PLACER,192.168.12.103,BOYACA,False,False,,,2026-02-03T09:54:11.103783,,True,win_fail_rc=0
AMAIME Y EL PLACER,192.168.12.33,EL HOYO,False,False,,,2026-02-03T09:54:11.183795,,False,win_fail_rc=0
