segment,ip,alias,active,excluded,hostname,latency,scan_time,estimated_uptime,state_change,ping_reason
ROZO,192.168.19.135,LA PIÑA I ROZO,True,False,,,2026-02-03T11:55:33.542417,97849.461563,False,ttl_ok
ROZO,10.100.1.20,EL PEAJE ROZO SIST,True,False,,,2026-02-03T11:55:33.547238,78591.335751,False,ttl_ok
ROZO,192.168.19.19,LA PRIMAVERA,True,False,,,2026-02-03T11:55:33.548981,442678.968118,False,ttl_ok
ROZO,192.168.19.29,TEATRO ROZO,True,False,,,2026-02-03T11:55:33.555646,442678.974783,False,ttl_ok
ROZO,192.168.19.23,LA TROCHA ROZO,True,False,,,2026-02-03T11:55:33.567971,442678.987108,False,ttl_ok
ROZO,192.168.19.36,OBANDO ROZO,True,False,,,2026-02-03T11:55:33.568146,70803.73875,False,ttl_ok
ROZO,192.168.18.70,OFICINA PRINCIPAL ROZO,True,False,,,2026-02-03T11:55:33.574260,442678.993397,False,ttl_ok
ROZO,192.168.19.12,PTO FRT AL CEMENTERIO,True,False,,,2026-02-03T11:55:33.578284,442678.997421,False,ttl_ok
ROZO,192.168.19.138,MATAPALO II,True,False,,,2026-02-03T11:55:33.579967,70803.750571,False,ttl_ok
ROZO,192.168.19.14,TELECOM ROZO,True,False,,,2026-02-03T11:55:33.587827,442679.006964,False,ttl_ok
ROZO,192.168.19.6,CAJEROS ROZO MICROSEGUROS,True,False,,,2026-02-03T11:55:33.595664,442679.014801,False,ttl_ok
ROZO,192.168.19.35,BELALCAZAR ROZO,True,False,,,2026-02-03T11:55:33.599425,442679.018562,False,ttl_ok
ROZO,192.168.19.21,VIA CEMENTERIO,True,False,,,2026-02-03T11:55:33.619669,442679.038806,False,ttl_ok
ROZO,192.168.19.10,ANTIGUA PRINCIPAL ROZO,True,False,,,2026-02-03T11:55:33.623422,442679.042559,False,ttl_ok
ROZO,192.168.19.139,VILLA LENIS ROZO,True,False,,,2026-02-03T11:55:33.627189,442679.046326,False,ttl_ok
ROZO,192.168.19.25,EL ZAPOTE ROZO,True,False,,,2026-02-03T11:55:33.627328,70803.797932,False,ttl_ok
ROZO,192.168.19.20,VIRGINIA I ROZO,True,False,,,2026-02-03T11:55:33.635616,97849.554762,False,ttl_ok
ROZO,192.168.19.32,CANCHA LA TORRE II,True,False,,,2026-02-03T11:55:33.643565,70803.814169,False,ttl_ok
ROZO,192.168.19.13,BOMBEROS ROZO,True,False,,,2026-02-03T11:55:33.651388,442679.070525,False,ttl_ok
ROZO,192.168.19.16,CANCHA LA TORRE I,True,False,,,2026-02-03T11:55:33.659855,442679.078992,False,ttl_ok
ROZO,192.168.19.18,CALLEJON VERGARA II,True,False,,,2026-02-03T11:55:33.661756,70803.83236,False,ttl_ok
ROZO,192.168.19.15,TIENDA NUEVA I ROZO,True,False,,,2026-02-03T11:55:33.692929,442679.112066,False,ttl_ok
ROZO,192.168.19.28,CONTROL LA TORRE,True,False,,,2026-02-03T11:55:33.693264,78591.481777,False,ttl_ok
ROZO,192.168.19.17,TELECOM LA TORRE,False,False,,,2026-02-03T11:55:36.954910,,False,win_fail_rc=0
ROZO,192.168.19.26,VIRGINIA II ROZO,False,False,,,2026-02-03T11:55:37.038365,,False,win_fail_rc=0
